,庭审程序分类
42332,其他撤诉
42333,其他撤诉
42334,已审理（简易）
42335,其他撤诉
42336,已审理
42337,其他撤诉
42338,其他撤诉
42339,已审理
42340,其他撤诉
42341,已审理（简易）
42342,已审理
42343,其他/错误
42344,已审理
42345,已审理（简易）
42346,其他/错误
42347,其他撤诉
42348,其他撤诉
42349,其他撤诉
42350,已审理（简易）
42351,已审理
42352,已审理（简易）
42353,已审理（简易）
42354,其他撤诉
42355,其他撤诉
42357,其他/错误
42358,已审理
42359,已受理/立案
42360,已受理/立案
42361,已审理
42362,已审理（简易）
42363,已审理
42364,其他撤诉
42365,其他撤诉
42366,其他撤诉
42367,其他撤诉
42368,已审理（简易）
42369,已审理
42370,已审理（简易）
42371,已审理（简易）
42372,已审理（简易）
42373,已审理（简易）
42374,已审理
42375,已审理
42376,已受理/立案
42377,已审理
42378,其他撤诉
42379,已审理（简易）
42380,其他撤诉
42381,其他撤诉
42382,已受理/立案
42383,已受理/立案
42384,已审理（简易）
42385,其他撤诉
42386,其他撤诉
42387,其他撤诉
42388,其他撤诉
42389,其他撤诉
42390,其他/错误
42391,其他撤诉
42392,已受理/立案
42393,其他撤诉
42394,其他撤诉
42395,已受理/立案
42396,已受理/立案
42397,其他撤诉
42398,其他撤诉
42399,已受理/立案
42400,其他/错误
42401,其他撤诉
42402,其他撤诉
42403,其他/错误
42404,已审理
42405,已审理（简易）
42406,其他/错误
42407,其他/错误
42408,已审理
42409,其他撤诉
42410,其他撤诉
42411,已审理
42412,其他撤诉
42413,已审理
42414,已审理
42415,申请财产保全
42416,已审理
42417,申请财产保全
42418,其他/错误
42419,已审理
42420,申请财产保全
42421,已审理
42422,已审理（简易）
42423,已审理
42424,申请财产保全
42425,申请财产保全
42426,其他/错误
42427,其他/错误
42428,已审理
42429,其他撤诉
42430,其他/错误
42431,其他/错误
42432,申请财产保全
42433,已审理
42434,已审理
42435,已审理
42436,申请财产保全
42437,已审理
42438,其他撤诉
42439,申请财产保全
42440,已审理
42441,其他/错误
42442,已审理
42443,已审理
42444,已审理
42445,已审理
42446,申请财产保全
42447,申请财产保全
42448,其他撤诉
42449,申请财产保全
42450,已审理
42451,其他/错误
42452,其他/错误
42453,已审理
42454,其他/错误
42455,申请财产保全
42456,已审理
42457,申请财产保全
42458,已审理
42459,已审理
42460,已审理
42461,已审理
42462,申请财产保全
42463,其他撤诉
42464,已审理
42465,申请财产保全
42466,已审理
42467,其他/错误
42468,申请财产保全
42469,已审理
42470,申请财产保全
42471,已审理
42472,已审理
42473,其他撤诉
42474,已审理
42475,申请财产保全
42476,已审理
42477,已审理
42478,已审理
42479,已审理
42480,已审理（简易转普通）
42481,申请财产保全
42482,申请财产保全
42483,申请财产保全
42484,已审理
42485,已审理
42487,已审理
42488,申请财产保全
42489,其他撤诉
42490,已审理
42491,其他/错误
42492,已审理
42493,已审理
42494,已审理
42495,其他/错误
42496,申请财产保全
42497,申请财产保全
42498,申请财产保全
42499,已审理
42500,已审理
42501,申请财产保全
42502,其他/错误
42503,申请财产保全
42504,申请财产保全
42505,申请财产保全
42506,申请财产保全
42507,其他/错误
42508,申请财产保全
42509,申请财产保全
42510,申请财产保全
42511,其他/错误
42512,申请财产保全
42513,申请财产保全
42514,申请财产保全
42515,已审理
42516,已审理
42517,已审理
42518,已审理
42519,已审理
42520,其他/错误
42521,已审理
42522,申请财产保全
42523,申请财产保全
42524,其他/错误
42525,追加被告
42526,追加被告
42527,已审理
42528,已审理
42529,已审理
42530,已审理
42531,已审理
42532,其他/错误
42533,其他撤诉
42534,申请财产保全
42535,其他/错误
42536,已审理
42537,已审理
42538,其他撤诉
42539,已审理
42540,已审理
42541,其他/错误
42542,已审理
42543,其他/错误
42544,已审理
42545,申请财产保全
42546,其他/错误
42547,空白
42548,已审理
42549,申请财产保全
42550,其他/错误
42551,申请财产保全
42552,其他/错误
42553,其他/错误
42554,已审理
42555,已审理
42556,其他撤诉
42557,申请财产保全
42558,申请财产保全
42559,已审理
42560,已审理
42561,已审理
42562,申请财产保全
42563,申请财产保全
42564,其他/错误
42565,已审理
42566,已审理
42567,已审理
42568,其他撤诉
42569,已审理
42570,已审理
42571,已审理
42572,已审理
42573,已审理
42574,已审理
42575,申请财产保全
42576,已审理
42577,申请财产保全
42578,已审理
42579,已审理
42580,申请财产保全
42581,已审理
42582,其他/错误
42583,已审理
42584,其他撤诉
42585,缺席审判
42586,申请财产保全
42587,已审理
42588,申请财产保全
42589,申请财产保全
42590,其他/错误
42591,其他/错误
42592,空白
42593,申请财产保全
42594,申请财产保全
42595,申请财产保全
42596,申请财产保全
42597,其他撤诉
42598,申请财产保全
42599,申请财产保全
42600,已审理
42601,其他撤诉
42602,已审理
42603,申请财产保全
42604,已审理（简易转普通）
42605,申请财产保全
42606,申请财产保全
42607,已审理
42608,申请财产保全
42609,已审理
42610,已审理
42611,已审理
42612,其他撤诉
42613,已审理
42614,已审理
42615,已审理
42616,申请财产保全
42617,已审理
42618,已审理
42619,已审理
42620,其他/错误
42621,其他撤诉
42622,其他/错误
42623,申请财产保全
42624,其他撤诉
42625,其他撤诉
42626,已审理
42627,已审理
42628,已审理
42629,已审理
42630,申请财产保全
42631,其他/错误
42632,已审理
42633,申请财产保全
42634,其他/错误
42635,其他/错误
42636,申请财产保全
42637,其他/错误
42638,其他/错误
42639,已审理
42640,已审理
42641,申请财产保全
42642,其他撤诉
42643,已审理
42644,已审理
42645,已审理
42646,已审理
42647,申请财产保全
42648,其他撤诉
42649,已审理
42650,已审理
42651,已审理
42652,已审理
42653,其他/错误
42654,其他撤诉
42655,申请财产保全
42656,已审理
42657,申请财产保全
42658,申请财产保全
42659,其他/错误
42660,申请财产保全
42661,申请财产保全
42662,申请财产保全
42663,已审理
42664,其他/错误
42665,已审理
42666,其他/错误
42667,其他/错误
42668,已审理
42669,申请财产保全
42670,其他撤诉
42671,申请财产保全
42672,已审理
42673,追加被告
42674,其他/错误
42675,申请财产保全
42676,申请财产保全
42677,已审理
42678,已审理
42679,已审理
42681,已审理
42682,申请财产保全
42683,已审理
42684,其他/错误
42685,其他/错误
42686,申请财产保全
42687,申请财产保全
42688,其他/错误
42689,其他撤诉
42690,申请财产保全
42691,其他/错误
42692,申请财产保全
42693,申请财产保全
42694,申请财产保全
42695,申请财产保全
42696,申请财产保全
42697,已审理
42698,已审理
42699,已审理
42700,已审理（简易）
42701,已审理
42702,申请财产保全
42703,申请财产保全
42704,申请财产保全
42705,已审理
42706,已审理
42707,已审理
42708,已审理
42709,申请财产保全
42710,申请财产保全
42711,已审理
42712,已审理
42713,申请财产保全
42714,其他撤诉
42715,已审理
42716,申请财产保全
42717,已审理
42718,已审理
42719,已审理
42720,已审理
42721,其他/错误
42722,已审理
42723,申请财产保全
42724,已审理
42725,已审理
42726,申请财产保全
42727,申请财产保全
42728,已审理
42729,已审理
42730,已审理
42731,其他/错误
42732,已审理
42733,申请财产保全
42734,已审理
42735,已审理
42736,已审理
42737,申请财产保全
42738,已审理
42739,已审理
42740,已审理
42741,已审理
42742,申请财产保全
42743,已审理
42744,已审理
42745,已审理
42746,已审理
42747,已审理
42748,已审理
42749,其他撤诉
42751,其他/错误
42752,其他/错误
42753,已审理
42754,已审理
42755,已审理
42756,申请财产保全
42757,申请财产保全
42758,其他撤诉
42759,空白
42760,申请财产保全
42761,已审理
42762,申请财产保全
42763,已审理
42764,已审理
42765,其他撤诉
42766,申请财产保全
42767,其他撤诉
42768,申请财产保全
42769,申请财产保全
42770,申请财产保全
42771,已审理
42772,已审理
42773,已审理
42774,申请财产保全
42775,其他撤诉
42776,已审理
42777,其他/错误
42778,已审理
42779,其他撤诉
42780,申请财产保全
42781,已审理
42782,申请财产保全
42783,已审理
42784,已审理
42785,申请财产保全
42786,已审理
42787,已审理
42788,其他/错误
42789,其他撤诉
42790,申请财产保全
42791,其他/错误
42792,其他撤诉
42793,申请财产保全
42794,已审理
42795,申请财产保全
42796,已审理
42797,已审理
42798,其他/错误
42799,其他/错误
42800,申请财产保全
42801,已审理
42802,申请财产保全
42803,已审理
42804,已审理
42805,其他/错误
42806,其他/错误
42807,申请财产保全
42808,其他撤诉
42809,已审理
42810,申请财产保全
42811,申请财产保全
42812,申请财产保全
42813,申请财产保全
42814,申请财产保全
42815,已审理
42816,已审理
42817,其他撤诉
42818,申请财产保全
42819,其他/错误
42820,申请财产保全
42821,已审理
42822,已审理
42825,其他/错误
42826,空白
42827,申请财产保全
42828,申请财产保全
42829,其他撤诉
42831,缺席审判
42832,申请财产保全
42833,申请财产保全
42834,申请财产保全
42835,其他/错误
42836,其他/错误
42837,其他撤诉
42838,已审理
42839,申请财产保全
42840,申请财产保全
42841,其他/错误
42842,其他/错误
42843,已审理
42844,申请财产保全
42845,申请财产保全
42846,已审理
42847,申请财产保全
42848,已审理
42849,已审理
42850,申请财产保全
42851,已审理
42852,申请财产保全
42853,申请财产保全
42854,申请财产保全
42855,已审理
42856,已审理
42857,已审理
42858,已审理
42859,已审理
42860,已审理
42861,其他撤诉
42862,已审理
42863,已审理
42864,已审理
42865,已审理
42866,申请财产保全
42867,已审理
42868,已审理
42869,已审理
42870,其他/错误
42871,已审理
42872,申请财产保全
42873,已审理
42874,已审理
42875,其他撤诉
42876,已审理
42877,其他/错误
42878,已审理
42879,已审理
42880,其他/错误
42881,其他/错误
42882,其他/错误
42883,申请财产保全
42884,空白
42885,已审理
42886,已审理
42887,申请财产保全
42888,其他撤诉
42889,申请财产保全
42890,其他撤诉
42891,已审理
42892,已审理
42893,申请财产保全
42894,申请财产保全
42895,已审理
42896,其他/错误
42897,申请财产保全
42898,其他撤诉
42899,其他/错误
42900,已审理
42901,其他撤诉
42902,已审理（简易）
42903,其他撤诉
42904,其他/错误
42905,其他撤诉
42906,已审理
42907,已审理
42908,已审理
42909,已审理
42910,已审理
42911,已审理
42912,已审理
42913,已审理
42914,已审理
42915,申请财产保全
42916,申请财产保全
42917,已审理
42918,其他/错误
42919,其他/错误
42920,申请财产保全
42921,已审理
42922,申请财产保全
42923,已审理
42924,申请财产保全
42925,申请财产保全
42926,申请财产保全
42927,其他撤诉
42928,已审理
42929,申请财产保全
42930,申请财产保全
42931,已审理
42932,申请财产保全
42933,已审理
42934,申请财产保全
42935,申请财产保全
42936,已审理
42937,申请财产保全
42938,已审理
42939,已审理
42940,已审理
42941,已审理
42942,申请财产保全
42943,已审理
42944,已审理
42945,已审理
42946,已审理
42947,已审理
42948,其他/错误
42949,其他/错误
42950,已审理
42951,已审理
42952,其他/错误
42953,已审理
42954,申请财产保全
42955,申请财产保全
42956,申请财产保全
42957,已审理
42958,已审理
42959,其他/错误
42960,其他/错误
42961,申请财产保全
42962,申请财产保全
42963,申请财产保全
42964,已审理
42965,已审理
42966,缺席审判
42967,其他/错误
42968,其他撤诉
42969,已审理
42970,已审理
42971,申请财产保全
42973,其他/错误
42974,申请财产保全
42975,其他/错误
42976,其他/错误
42977,其他/错误
